doi,标题,期刊,年份,作者
10.1002/adma.202170363,Pathways of Developing High-Energy-Density Flexible Lithium Batteries (Adv. Mater. 46/2021),Advanced Materials,2021,"Jian Chang,Qiyao Huang,Yuan Gao,Zijian Zheng"
10.1039/d1cp03153h,Role Of A Nanoparticle Network In Polymer Mechanical Reinforcement: Insights From Molecular Dynamics Simulations,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2021,"Xiu Li,Ziwei Li,Jianxiang Shen,Zijian Zheng,Jun Liu"
10.1002/smll.202102694,"Sensitive, High‐Speed, and Broadband Perovskite Photodetectors with Built‐In TiO
            <sub>2</sub>
            Metalenses",Small,2021,"Ting Xiao,Jie Zhao,Peng Sun,Peng Li,Yaokang Zhang,Ni Zhao,Zhiwei Ren,Gang Li,Zhifeng Huang,Zijian Zheng"
10.1002/adfm.202007622,Highly Breathable And Stretchable Strain Sensors With Insensitive Response To Pressure And Bending,ADVANCED FUNCTIONAL MATERIALS,2021,"Zekun Liu,Yan Zheng,Lu Jin,Kaili Chen,Heng Zhai,Qiyao Huang,Zhongda Chen,Yangpeiqi Yi,Muhammad Umar,Lulu Xu,Gang Li,Qingwen Song,Pengfei Yue,Yi Li,Zijian Zheng"
10.1007/s10853-020-05559-6,Mof Composite Fibrous Separators For High-Rate Lithium-Ion Batteries,JOURNAL OF MATERIALS SCIENCE,2021,"Ding Huang,Cong Liang,Lining Chen,Mi Tang,Zijian Zheng,Zhengbang Wang"
10.5185/vpoam.2021.02130,Polymer - Assisted Metal Deposition for Soft Electronics,Video Proceedings of Advanced Materials,2021,Zijian Zheng
10.1002/aenm.202002838,Textile Composite Electrodes For Flexible Batteries And Supercapacitors: Opportunities And Challenges,ADVANCED ENERGY MATERIALS,2021,"Yuan Gao,Chuan Xie,Zijian Zheng"
10.1002/smll.202102694,"Sensitive, High-Speed, And Broadband Perovskite Photodetectors With Built-In Tio2 Metalenses",SMALL,2021,"Ting Xiao,Jie Zhao,Peng Sun,Peng Li,Yaokang Zhang,Ni Zhao,Zhiwei Ren,Gang Li,Zhifeng Huang,Zijian Zheng"
10.1002/AENM.202170058,Li–S Batteries: Fibrous Materials for Flexible Li–S Battery (Adv. Energy Mater. 15/2021),Advanced Energy Materials,2021,"Yuan Gao,Qianyi Guo,Qiang Zhang,Yi Cui,Zijian Zheng"
10.3390/mi12080869,Fiber-Based Thermoelectric Materials And Devices For Wearable Electronics,MICROMACHINES,2021,"Pengxiang Zhang,Biao Deng,Wenting Sun,Zijian Zheng,Weishu Liu"
10.1002/adma.202102802,Smoothing The Sodium-Metal Anode With A Self-Regulating Alloy Interface For High-Energy And Sustainable Sodium-Metal Batteries,ADVANCED MATERIALS,2021,"Lei Wang,Jian Shang,Qiyao Huang,Hong Hu,Yuqi Zhang,Chuan Xie,Yufeng Luo,Yuan Gao,Huixin Wang,Zijian Zheng"
