doi,标题,期刊,年份,作者
10.1103/PhysRevMaterials.4.094414,"Anisotropic Properties, Charge Ordering, And Ferrimagnetic Structures In The Strongly Correlated Beta-V2po5 Single Crystal",PHYSICAL REVIEW MATERIALS,2020,"Jie Xing,Huibo Cao,Arpita Paul,Chaowei Hu,Hsin-Hua Wang,Yongkang Luo,Raj Chaklashiya,Jared M. Allred,Stuart Brown,Turan Birol,Ni Ni"
10.1103/PhysRevB.102.014427,Neel-Type Antiferromagnetic Order And Magnetic Field-Temperature Phase Diagram In The Spin-1/2 Rare-Earth Honeycomb Compound Ybcl3,PHYSICAL REVIEW B,2020,"Jie Xing,Erxi Feng,Yaohua Liu,Eve Emmanouilidou,Chaowei Hu,Jinyu Liu,David Graf,Arthur P. Ramirez,Gang Chen,Huibo Cao,Ni Ni"
10.1109/ECTC32862.2020.00291,Demonstration Of Superconducting Interconnects On The Silicon Interconnect Fabric Using Thermocompression Bonding,2020 IEEE 70TH ELECTRONIC COMPONENTS AND TECHNOLOGY CONFERENCE (ECTC 2020),2020,"Yu-Tao Yang,Chaowei Hu,Jazmine Green,Peng Zhang,Niloofar Shakoorzadeh,Pranav Ambhore,Umesha Mogera,Ni Ni,Kang L. Wang,Subramanian S. Iyer"
,Magnetic anisotropy in the rare-earth honeycomb lattice YbCl 3,Bulletin of the American Physical Society,2020,"Huibo Cao,Erxi Feng,jie xing,Yan Wu,Yaohua Liu,Eve Emmanouilidou,Chaowei Hu,Tianci Song,Ni Ni"
10.1103/PhysRevB.102.245123,Nonlinear Optical Control Of Chiral Charge Pumping In A Topological Weyl Semimetal,PHYSICAL REVIEW B,2020,"M. Mehdi Jadidi,Mehdi Kargarian,Martin Mittendorff,Yigit Aytac,Bing Shen,Jacob C. König-Otto,Stephan Winnerl,Ni Ni,Alexander L. Gaeta,Thomas E. Murphy,H. Dennis Drew"
,Probing the Ultrafast Nonlinear Response in the Transition Metal Monopnictide Family of Weyl Semimetals,Bulletin of the American Physical Society,2020,"Nicholas Sirica,Ra'anan Tobey,Yaomin Dai,Peter Orth,Mathias Scheurer,Stuart Trugman,Jian-Xin Zhu,Ni Ni,Xianggang Qiu,Antoinette Taylor,Dzmitry Yarotski,Rohit Prasankumar"
,A van der Waals antiferromagnetic topological insulator with weak interlayer magnetic coupling,arXiv: Materials Science,2020,"Chaowei Hu,Xiaoqing Zhou,Pengfei Liu,Jinyu Liu,Peipei Hao,Eve Emmanouilidou,Hongyi Sun,Yuntian Liu,Harlan Brawer,Arthur P. Ramirez,Huibo Cao,Qihang Liu,Dan Dessau,Ni Ni"
10.1103/PhysRevB.102.235144,Fermiology And Type-I Superconductivity In The Chiral Superconductor Nbge2 With Kramers-Weyl Fermions,PHYSICAL REVIEW B,2020,"Eve Emmanouilidou,Sougata Mardanya,Jie Xing,P. V. Sreenivasa Reddy,Amit Agarwal,Tay-Rong Chang,Ni Ni"
,Magnetotransport properties in MnBi 2n Te 3n+1,Bulletin of the American Physical Society,2020,"Chaowei Hu,Jinyu Liu,Scott Mackey,Ni Ni"
,Strongly Gapped Topological Surface States in MnBi 2 Te 4 (Bi 2 Te 3 ) n Family,Bulletin of the American Physical Society,2020,"Kyle Gordon,Chaowei Hu,Pengfei Liu,Barun Ghosh,Andrew Linn,Haoxiang Li,Dushyant Narayan,Jinyu Liu,Hongyi Sun,Bahadur Singh,Amit Agarwal,Suyang Xu,Hsin Lin,Tay-Rong Chang,Qihang Liu,Ni Ni,Daniel Dessau"
10.1038/s41467-019-13814-x,A van der Waals antiferromagnetic topological insulator with weak interlayer magnetic coupling.,NATURE COMMUNICATIONS,2020,"Chaowei Hu,Kyle N Gordon,Pengfei Liu,Jinyu Liu,Xiaoqing Zhou,Peipei Hao,Dushyant Narayan,Eve Emmanouilidou,Hongyi Sun,Yuntian Liu,Harlan Brawer,Arthur P Ramirez,Lei Ding,Huibo Cao,Qihang Liu,Dan Dessau,Ni Ni"
10.1103/PhysRevB.101.125102,Optical Evidence Of The Chiral Magnetic Anomaly In The Weyl Semimetal Taas,PHYSICAL REVIEW B,2020,"Antonio Levy,Andrei B. Sushkov,Fengguang Liu,Bing Shen,Ni Ni,Howard Drew,Gregory Jenkins"
10.1103/PhysRevMaterials.4.064419,Structural Distortion And Incommensurate Noncollinear Magnetism In Euag4as2,PHYSICAL REVIEW MATERIALS,2020,"B. C. Shen,Chaowei Hu,Huibo Cao,Xin Gui,Eve Emmanouilidou,Weiwei Xie,Ni Ni,Bing Shen"
