doi,标题,期刊,年份,作者
10.1175/JAS-D-18-0163.1,A Causality-Based View of the Interaction between Synoptic- and Planetary-Scale Atmospheric Disturbances,JOURNAL OF THE ATMOSPHERIC SCIENCES,2020,"Savini M. Samarasinghe,Yi Deng,Imme Ebert-Uphoff"
10.1155/2020/8827071,Simulating Heavy Meiyu Rainfall: A Note On The Choice Of The Model Microphysics Scheme,ADVANCES IN METEOROLOGY,2020,"Zhimin Zhou,Yi Deng,Yang Hu,Zhaoping Kang"
10.1029/2019JD031952,Localization and Invigoration of Mei-yu Front Rainfall due to Aerosol-Cloud Interactions: A Preliminary Assessment Based on WRF Simulations and IMFRE 2018 Field Observations,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2020,"Lin Liu,Chunguang Cui,Yi Deng,Zhimin Zhou,Yang Hu,Bin Wang,Jing Ren,Zhaoxin Cai,Yongqing Bai,Junmei Yang,Xiquan Dong"
10.1002/joc.6595,Austral Summer Precipitation Biases Over Tropical South America In Five Cmip5 Earth System Models,INTERNATIONAL JOURNAL OF CLIMATOLOGY,2020,"Fernanda Cerqueira Vasconcellos,Yi Deng,Henian Zhang,Guilherme Martins"
10.1029/2019JD031955,Hydrometeor Budget of the Meiyu Frontal Rainstorms Associated with Two Different Atmospheric Circulation Patterns,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2020,"Chao Li,Yi Deng,Chunguang Cui,Xiaofang Wang,Xiquan Dong,Xingwen Jiang"
10.1007/s00382-020-05157-x,Nonmodal growth of atmospheric disturbances relevant to the East Asian pressure surge in boreal winter,Climate Dynamics,2020,"Siyu Zhao,Yi Deng"
10.1175/JHM-D-18-0240.1,Contrasting Pre-Mei-Yu and Mei-Yu Extreme Precipitation in the Yangtze River Valley: Influencing Systems and Precipitation Mechanisms,JOURNAL OF HYDROMETEOROLOGY,2019,"Xiaokang Wang,Xiquan Dong,Yi Deng,Chunguang Cui,Rong Wan,Wenjun Cui"
10.1007/s00382-018-4422-x,A survey of the atmospheric physical processes key to the onset of Arctic sea ice melt in spring,Climate Dynamics,2019,"Yiyi Huang,Xiquan Dong,Baike Xi,Yi Deng"
10.1007/s00382-018-4546-z,Multi-scale temporal-spatial variability of the East Asian summer monsoon frontal system: observation versus its representation in the GFDL HiRAM,Climate Dynamics,2019,"Yana Li,Yi Deng,Song Yang,Henian Zhang,Yi Ming,Zhaoyi Shen"
10.1007/s00382-018-4453-3,Statistical predictability of Niño indices for two types of ENSO,Climate Dynamics,2019,"Hong-Li Ren,Jinqing Zuo,Yi Deng"
10.1007/s00382-018-4345-6,Intraseasonal variation of the summer rainfall over the Southeastern United States,Climate Dynamics,2019,"Wei Wei,Wenhong Li,Yi Deng,Song Yang"
10.1007/s00382-018-4415-9,Correction to: Intraseasonal variation of the summer rainfall over the Southeastern United States,Climate Dynamics,2019,"Wei Wei,Wenhong Li,Yi Deng,Song Yang"
10.1007/s00382-018-4501-z,A statistical and dynamical characterization of large-scale circulation patterns associated with summer extreme precipitation over the middle reaches of Yangtze river,Climate Dynamics,2019,"Yang Hu,Yi Deng,Zhimin Zhou,Chunguang Cui,Xiquan Dong"
10.1029/2019gl082791,Thicker clouds and accelerated Arctic sea ice decline: The atmosphere‐sea ice interactions in spring,Geophysical Research Letters,2019,"Yiyi Huang,Xiquan Dong,David A. Bailey,Marika M. Holland,Baike Xi,Alice K. DuVivier,Jennifer E. Kay,Laura Landrum,Yi Deng"
10.1007/s00382-019-04681-9,Detection and attribution of upper-tropospheric warming over the tropical western Pacific,Climate Dynamics,2019,"Yana Li,Song Yang,Yi Deng,Xiaoming Hu,Ming Cai,Wen Zhou"
10.1007/s00382-019-04683-7,Planetary and synoptic-scale dynamic control of extreme cold wave patterns over the United States,Climate Dynamics,2019,"Zuowei Xie,Robert X. Black,Yi Deng"
10.1007/s00382-019-04708-1,Impacts of the North Atlantic subtropical high on interannual variation of summertime heat stress over the conterminous United States,Climate Dynamics,2019,"Wenhong Li,Tian Zou,Laifang Li,Yi Deng,Victor T. Sun,Qinghong Zhang,J. Bradley Layton,Soko Setoguchi"
10.1007/s00382-018-4232-1,Decadal evolution of the surface energy budget during the fast warming and global warming hiatus periods in the ERA-interim,Climate Dynamics,2019,"Xiaoming Hu,Sergio A. Sejas,Ming Cai,Patrick C. Taylor,Yi Deng,Song Yang"
10.1029/2018JD029959,Estimation of surface heat fluxes over the central Tibetan Plateau Using the maximum entropy production model,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2019,"Na Li,Ping Zhao,Jingfeng Wang,Yi Deng"
10.1007/s00382-019-04803-3,A synoptic assessment of the summer extreme rainfall over the middle reaches of Yangtze River in CMIP5 models,Climate Dynamics,2019,"Yang Hu,Yi Deng,Zhimin Zhou,Hongli Li,Chunguang Cui,Xiquan Dong"
10.1109/TPEL.2017.2747584,Optimized Control of the Modular Multilevel Converter Based on Space Vector Modulation,IEEE Transactions on Power Electronics,2018,"Yi Deng,Yebin Wang,Koon Hoo Teo,Maryam Saeedifard,Ronald G. Harley"
10.1007/s00382-017-4043-9,A process-level attribution of the annual cycle of surface temperature over the Maritime Continent,Climate Dynamics,2018,"Yana Li,Song Yang,Yi Deng,Xiaoming Hu,Ming Cai"
10.1175/jcli-d-18-0206.1,An Intraseasonal Mode of Atmospheric Variability Relevant to the United States Hydroclimate in Boreal Summer: Dynamic Origin and East Asia Connection,Journal of Climate,2018,"Siyu Zhao,Yi Deng,Robert X. Black"
https://doi.org/10.1007/s00382-017-3750-6,Dynamical and thermodynamical coupling between the North Atlantic subtropical high and the marine boundary layer clouds in boreal summer,Climate Dynamics,2018,"Wei Wei,Wenhong Li,Yi Deng,Song Yang,Jonathan H. Jiang,Lei Huang,W. Timothy Liu"
10.5194/acp-2017-997,A Preliminary Assessment of the Impacts of Multiple Temporal-scale Variations in Particulate Matter on its Source Apportionment,Atmospheric Chemistry and Physics,2018,"Xing Peng,Jian Gao,Guo-Liang Shi,Xurong Shi,Yanqi Huangfu,Jiayuan Liu,Yue-Chong Zhang,Yin-Chang Feng,Wei Wang,Ruoyu Ma,Cesunica E. Ivey,Yi Deng"
10.1175/JCLI-D-18-0206.1,An Intraseasonal Mode of Atmospheric Variability Relevant to the US Hydroclimate in Boreal Summer: Dynamic Origin and East Asia Connection,JOURNAL OF CLIMATE,2018,"Siyu Zhao,Yi Deng,Robert X. Black"
10.1007/s00382-017-3975-4,Multi-scale temporospatial variability of the East Asian Meiyu-Baiu fronts: characterization with a suite of new objective indices,Climate Dynamics,2018,"Yana Li,Yi Deng,Song Yang,Henian Zhang"
10.1007/s00382-017-3872-x,A process-based decomposition of decadal-scale surface temperature evolutions over East Asia,Climate Dynamics,2018,"Junwen Chen,Yi Deng,Wenshi Lin,Song Yang"
