doi,标题,期刊,年份,作者
10.1039/c6cp04030f,Solving local structure around dopants in metal nanoparticles with ab initio modeling of X-ray absorption near edge structure.,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2016,"Janis Timoshenko,Atal Shivhare,Robert W J Scott,Deyu Lu,Anatoly I Frenkel"
,Study of correlations from Ab-Initio Simulations of Liquid Water,Bulletin of the American Physical Society,2016,"Adrian Soto,Marivi Fernandez-Serra,Deyu Lu,Shinjae Yoo"
10.1063/1.4867538,Evaluation Of Model Exchange-Correlation Kernels In The Adiabatic Connection Fluctuation-Dissipation Theorem For Inhomogeneous Systems,JOURNAL OF CHEMICAL PHYSICS,2014,Deyu Lu
,Key Structure-Property Relationships In Co2 Capture By Supported Alkanolamines,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2014,"Samuel A. Tenney,Deyu Lu,Feng He,Niv Levy,Gayani Perera,David E. Starr,Kathrin Muller,Hendrik Bluhm,Peter Sutter"
10.1021/jp507205t,Key Structure-Property Relationships In Co2 Capture By Supported Alkanolamines,JOURNAL OF PHYSICAL CHEMISTRY C,2014,"Samuel A. Tenney,Deyu Lu,Feng He,Niv Levy,Uduwanage G. E. Perera,David E. Starr,Kathrin Mueller,Hendrik Bluhm,Peter Sutter"
10.1021/jp507205t,Key Structure–Property Relationships in CO 2 Capture by Supported Alkanolamines,Journal of Physical Chemistry C,2014,"peter sutter,hendrik bluhm,kathrin muller,david e starr,uduwanage g e perera,feng he,niv levy,samuel a tenney,deyu lu"
10.1063/1.4865831,Rationalization Of The Hubbard U Parameter In Ceox From First Principles: Unveiling The Role Of Local Structure In Screening,JOURNAL OF CHEMICAL PHYSICS,2014,"Deyu Lu,Ping Liu"
10.1021/jp409098p,"Monoethanolamine Adsorption on TiO 2 (110): Bonding, Structure, and Implications for Use as a Model Solid-Supported CO 2 Capture Material",Journal of Physical Chemistry C,2014,"sanjaya d senanayake,david e starr,kathrin muller,deyu lu"
10.1103/PhysRevB.87.155144,Spectral representation analysis of dielectric screening in solids and molecules,Physical Review B,2013,"warren e pickett,giulia galli,tuan anh pham,deyu lu,erik r ylvisaker,amandeep kaur"
,Dielectric screening : Effects of Core Polarization on Phonons and Quasiparticle Bands,Bulletin of the American Physical Society,2012,"Amandeep Kaur,Erik R. Ylvisaker,Deyu Lu,Giulia Galli,Warren E. Pickett"
10.1103/PhysRevB.85.035316,Ab Initio Calculations Of Absorption Spectra Of Semiconducting Nanowires Within Many-Body Perturbation Theory,PHYSICAL REVIEW B,2012,"Yuan Ping,Dario Rocca,Deyu Lu,Giulia Galli"
,Ab-initio Calculations of Absorption Spectra of Semiconducting Nanowires Within Many Body Perturbation Theory,Physical Review B,2012,"yimei ping,d x lu,dario rocca,gianni galli"
